Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Ecuador,Wheat,2009,8617,2274.0,9666.87,22.42
India,"Rice, paddy",2006,31759,1083.0,37423.0,25.31
Brazil,Wheat,2007,22199,1761.0,304031.0,24.78
Chile,"Rice, paddy",2007,50663,1522.0,9830.72,5.51
Mexico,Potatoes,2005,259662,758.0,51741.99,22.95
South Africa,Wheat,1997,17575,495.0,21596.0,18.64
Guatemala,Sorghum,1995,11610,1996.0,12004.33,19.98
Peru,"Rice, paddy",2011,72980,1738.0,15436.91,17.03
India,Sweet potatoes,1996,80716,1083.0,56114.0,25.41
Brazil,Sweet potatoes,1991,101504,1761.0,58349.44,20.13
Nicaragua,Cassava,2004,79485,2280.0,4581.73,27.22
Chile,Potatoes,2013,233767,1522.0,9830.72,5.94
Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,26.13
Mexico,Potatoes,2013,267752,758.0,59920.18,17.18
Austria,Wheat,2010,50117,1110.0,3692.4,8.36
Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,18.27
Mexico,"Rice, paddy",1994,42555,758.0,34468.93,21.46
Mexico,Sweet potatoes,1996,185891,758.0,34468.93,21.08
Sri Lanka,Potatoes,2002,134206,1712.0,1714.39,26.74
Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.15
Australia,Wheat,2010,15729,534.0,42169.39,14.23
Brazil,Wheat,1998,16111,1761.0,118930.56,27.54
Brazil,"Rice, paddy",1999,30708,1761.0,127585.0,25.32
United Kingdom,Wheat,2004,77754,1220.0,31223.91,9.86
India,Maize,1993,16015,1083.0,66388.0,27.46
Austria,Soybeans,1994,22505,1110.0,3619.0,9.89
India,Potatoes,2009,188103,1083.0,28707.01,25.73
Indonesia,Soybeans,2006,12878,2702.0,1597.0,25.66
Brazil,Sweet potatoes,2002,113463,1761.0,145552.0,21.3
Brazil,"Rice, paddy",1998,25198,1761.0,118930.56,20.71
India,Cassava,1996,238528,1083.0,56114.0,27.06
Dominican Republic,Sorghum,1996,26850,1410.0,3493.0,26.29
Uruguay,Sweet potatoes,1994,91667,1300.0,2272.08,17.17
Nicaragua,Soybeans,2013,21034,2280.0,4413.82,27.26
Pakistan,Potatoes,2001,164180,494.0,11871.0,27.28
India,"Rice, paddy",1996,28226,1083.0,56114.0,26.64
France,Maize,1997,90651,867.0,109792.0,11.59
Uganda,Wheat,2001,17500,1180.0,88.0,23.47
Algeria,Sorghum,1995,12667,89.0,2697.09,17.36
Canada,Wheat,2006,26096,537.0,36572.75,6.3
Mexico,Cassava,2011,127352,758.0,65961.1,19.83
India,Sweet potatoes,2008,88943,1083.0,14485.33,25.3
Indonesia,Cassava,2013,224601,2702.0,1597.0,27.37
Brazil,Potatoes,2010,258859,1761.0,342580.0,27.56
Dominican Republic,"Rice, paddy",1993,50096,1410.0,4971.0,26.38
Mexico,Soybeans,2005,19450,758.0,51741.99,22.95
Australia,Sorghum,1990,24883,534.0,17866.0,20.06
Tajikistan,Sorghum,1999,11327,691.0,601.94,8.74
Saudi Arabia,Maize,1993,21725,59.0,994.0,25.42
Uruguay,Wheat,1992,23035,1300.0,2072.03,16.7
Kazakhstan,Potatoes,2011,167176,250.0,10656.6,2.67
India,Sorghum,1995,8235,1083.0,61257.0,24.04
Ecuador,Cassava,2002,40153,2274.0,1302.49,17.78
Hungary,Soybeans,1992,14300,589.0,5777.0,11.01
United Kingdom,Potatoes,2008,416597,1220.0,21596.68,10.38
Belgium,Potatoes,2001,412267,847.0,8529.07,10.94
South Africa,Soybeans,2004,16296,495.0,26857.0,15.49
India,Maize,1990,15178,1083.0,75000.0,26.59
Japan,Maize,2004,25000,1668.0,64688.88,16.56
Australia,Potatoes,1990,289832,534.0,17866.0,16.8
Pakistan,Sorghum,2004,6062,494.0,8903.48,27.94
India,Maize,2005,19385,1083.0,35342.0,25.62
India,Cassava,1995,252775,1083.0,61257.0,25.76
Turkey,Maize,2007,68381,593.0,48715.51,11.87
Zambia,Sorghum,1997,6877,1020.0,1670.0,20.9
India,Soybeans,2011,11998,1083.0,55540.0,25.64
India,Maize,2000,18216,1083.0,44957.52,26.05
Canada,Potatoes,1998,112271,537.0,41275.6,6.68
Bangladesh,Wheat,1992,18534,2666.0,1453.0,25.86
Thailand,"Rice, paddy",2007,30441,1622.0,66858.0,27.79
Armenia,Maize,2009,57763,562.0,198.36,9.67
Haiti,Potatoes,2012,127191,1440.0,27.85,27.2
Colombia,Yams,2011,111246,3240.0,53797.0,22.33
Brazil,"Rice, paddy",1991,23020,1761.0,58349.44,21.43
Japan,Maize,1997,24771,1668.0,79821.18,13.43
Italy,Maize,1995,89695,832.0,84153.0,7.43
Morocco,Wheat,1999,8004,346.0,13028.29,17.68
Brazil,Potatoes,2002,194038,1761.0,145552.0,27.85
Brazil,Sorghum,1993,20167,1761.0,75658.33,26.06
Mauritania,Maize,1996,5871,92.0,39.09,27.93
India,Cassava,2013,349594,1083.0,45620.0,28.85
Mexico,Soybeans,2008,20196,758.0,61732.11,16.22
Brazil,Yams,1996,91837,1761.0,101621.67,27.6
Ecuador,Cassava,2006,34279,2274.0,7953.42,22.09
Chile,Wheat,1996,33278,1522.0,15373.0,13.16
Turkey,Maize,2013,89499,593.0,39440.0,13.27
Portugal,Yams,2009,163683,854.0,13984.91,16.84
Pakistan,Potatoes,2001,164180,494.0,11871.0,23.62
India,Soybeans,2007,12351,1083.0,27422.77,27.51
India,"Rice, paddy",1993,28303,1083.0,66388.0,27.24
Malawi,Cassava,1991,23432,1181.0,173.19,20.4
India,Sorghum,2010,8602,1083.0,40093.69,24.98
Brazil,Yams,2011,96414,1761.0,345026.0,18.01
Thailand,Soybeans,2010,17695,1622.0,68986.0,28.54
Mexico,Sweet potatoes,1990,167541,758.0,34468.93,16.69
Bangladesh,"Rice, paddy",2004,35359,2666.0,5587.81,26.14
Cameroon,Sorghum,1992,7600,1604.0,1137.56,24.6
Bangladesh,Potatoes,2011,180931,2666.0,14798.28,25.8
Kazakhstan,"Rice, paddy",2008,33736,250.0,7044.9,4.19
India,Potatoes,1994,166101,1083.0,61357.0,25.92
Australia,Sorghum,1997,26195,534.0,34091.0,16.48
India,Soybeans,1991,7825,1083.0,72133.0,26.9
Mali,Maize,1999,14541,282.0,19.82,27.26
Argentina,Soybeans,1992,22915,591.0,26156.0,17.09
Australia,Sweet potatoes,1992,127548,534.0,22234.0,15.78
Greece,Soybeans,2009,19920,652.0,3404.4,18.52
South Africa,Sweet potatoes,2008,31960,495.0,26857.0,18.91
Turkey,"Rice, paddy",1993,50176,593.0,28042.0,9.96
Cameroon,Cassava,1996,115500,1604.0,180.08,25.0
Canada,Wheat,1998,22550,537.0,41275.6,9.01
Pakistan,Sweet potatoes,1996,105177,494.0,11955.0,22.61
Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.88
Rwanda,Maize,2002,8763,1212.0,106.34,19.77
Pakistan,Wheat,1993,19466,494.0,4945.0,26.51
Slovenia,Maize,2005,82883,1162.0,1383.88,9.62
Kenya,Sorghum,2009,5717,630.0,1578.0,17.3
Pakistan,Maize,1997,16352,494.0,16936.0,25.16
Egypt,Potatoes,2013,266276,51.0,13653.0,21.44
Azerbaijan,Potatoes,2011,143973,447.0,461.84,11.79
India,Sorghum,1994,7786,1083.0,61357.0,27.07
Brazil,Yams,2005,92462,1761.0,232232.0,18.53
Turkey,Maize,1998,42192,593.0,30162.0,12.56
Brazil,Soybeans,2001,27105,1761.0,151523.0,20.96
Malawi,Cassava,2010,204311,1181.0,584.12,21.34
Mexico,Sorghum,2013,37350,758.0,59920.18,25.36
India,Cassava,2004,270436,1083.0,35113.0,26.11
India,Maize,1994,14480,1083.0,61357.0,24.71
Australia,Sorghum,2000,34003,534.0,33475.0,12.09
Bangladesh,Potatoes,1999,112810,2666.0,2532.0,26.31
Mexico,Wheat,1991,41272,758.0,34468.93,21.2
Ghana,Yams,1993,131606,1187.0,65.8,26.67
Mali,Soybeans,1997,16010,282.0,24.28,27.38
Brazil,Sorghum,2012,29317,1761.0,346583.0,21.02
Niger,"Rice, paddy",1994,22143,151.0,62.0,29.05
Canada,Wheat,2007,23317,537.0,45140.03,7.07
Colombia,"Rice, paddy",1992,40960,3240.0,15305.94,27.38
Ecuador,Sweet potatoes,2002,13019,2274.0,1302.49,17.78
India,Potatoes,1998,146020,1083.0,49157.0,25.91
Croatia,Soybeans,1993,23084,1113.0,2675.33,10.19
Guatemala,Cassava,1994,32084,1996.0,12004.33,20.08
Thailand,Sorghum,2011,18436,1622.0,87191.0,27.56
India,Maize,1990,15178,1083.0,75000.0,25.12
Mali,Soybeans,1991,16817,282.0,54.63,27.58
Kenya,Wheat,1994,22164,630.0,3469.0,16.58
India,Maize,2011,24784,1083.0,55540.0,25.16
Japan,Maize,2010,25642,1668.0,55576.0,15.8
Morocco,Maize,2000,4000,346.0,13435.43,18.16
Ecuador,Potatoes,1994,81368,2274.0,2670.0,21.8
Albania,Soybeans,2008,20000,1485.0,1069.54,16.71
Romania,Maize,2012,21870,637.0,6418.7,12.33
Mexico,Sweet potatoes,1994,198359,758.0,34468.93,19.73
Iraq,Potatoes,2002,170047,216.0,878.68,23.76
Netherlands,Wheat,2008,87295,778.0,10777.08,10.42
Sudan,Wheat,2013,19534,1712.0,2469.47,26.84
Peru,"Rice, paddy",1991,51416,1738.0,3134.0,17.15
Pakistan,"Rice, paddy",2008,35199,494.0,4946.79,26.33
Sri Lanka,Plantains and others,2009,106511,1712.0,1170.36,26.67
Germany,Wheat,2005,74651,700.0,36386.27,5.01
Ecuador,Potatoes,2011,77752,2274.0,17529.44,21.78
Pakistan,"Rice, paddy",1992,23686,494.0,5518.0,25.71
Canada,Soybeans,2006,28850,537.0,36572.75,9.83
India,Soybeans,1993,10857,1083.0,66388.0,27.07
Brazil,Soybeans,1998,23533,1761.0,118930.56,18.2
Cameroon,Sweet potatoes,1996,60681,1604.0,180.08,25.0
Mauritius,Sweet potatoes,2007,101266,2041.0,644.12,24.28
Switzerland,Maize,2008,97027,1537.0,2011.47,7.98
Egypt,Wheat,1995,54221,51.0,4391.0,21.56
Mexico,Soybeans,1990,20145,758.0,34468.93,22.63
Burundi,Wheat,2002,8290,1274.0,98.1,21.45
Brazil,Yams,1999,92000,1761.0,127585.0,24.01
El Salvador,Soybeans,2011,19222,1784.0,3231.13,25.95
Azerbaijan,"Rice, paddy",1998,48046,447.0,148.68,12.79
Uganda,Maize,1997,12375,1180.0,88.0,24.04
Angola,Sweet potatoes,1993,88095,1010.0,169.0,24.15
India,Sweet potatoes,1999,85744,1083.0,46195.0,27.21
Libya,Wheat,2012,7958,56.0,3548.0,20.81
Ecuador,"Rice, paddy",2010,43399,2274.0,31637.12,17.79
Ghana,Maize,2013,17240,1187.0,378.97,27.24
Brazil,Soybeans,1999,23724,1761.0,127585.0,17.66
Turkey,"Rice, paddy",1993,50176,593.0,28042.0,17.39
India,Maize,2012,25557,1083.0,52980.0,25.45
Malawi,Sorghum,2009,7968,1181.0,736.25,20.68
Mexico,Soybeans,1993,20927,758.0,34468.93,21.04
Uganda,Sweet potatoes,2000,43207,1180.0,88.0,23.75
India,"Rice, paddy",1990,26125,1083.0,75000.0,25.58
Australia,Sweet potatoes,2002,347368,534.0,26651.0,16.63
El Salvador,Sweet potatoes,2004,62585,1784.0,2078.01,26.2
Australia,"Rice, paddy",2010,103895,534.0,42169.39,20.33
Burundi,Potatoes,2007,34521,1274.0,412.66,21.28
Malaysia,"Rice, paddy",1997,30676,2875.0,39406.48,27.29
Denmark,Potatoes,2010,352675,703.0,3894.0,7.54
Bangladesh,"Rice, paddy",2001,34020,2666.0,3295.78,25.93
Guyana,Maize,1993,12069,2387.0,289.9,26.95
Pakistan,Sorghum,2001,6197,494.0,11871.0,25.18
Japan,Yams,2000,226577,1668.0,79821.18,13.5
Ukraine,Maize,1993,28445,565.0,61843.46,6.89
Turkey,Soybeans,1993,23551,593.0,28042.0,18.82
India,Cassava,2005,304978,1083.0,35342.0,25.62
Spain,Potatoes,2004,271599,636.0,47445.0,17.41
Mexico,Cassava,2009,143440,758.0,61690.08,21.76
Indonesia,Maize,1991,21505,2702.0,3259.0,26.92
Malawi,Sorghum,2013,9647,1181.0,1500.27,19.68
Croatia,Soybeans,2002,27031,1113.0,2417.5,11.18
Morocco,Sorghum,2000,7205,346.0,13435.43,18.14
Azerbaijan,Maize,2000,32484,447.0,148.68,12.61
Austria,Soybeans,2004,25092,1110.0,3301.7,8.76
Guinea,Cassava,2002,71520,1651.0,278.77,27.53
India,Wheat,2001,27081,1083.0,43720.04,25.82
India,Sweet potatoes,2004,88588,1083.0,35113.0,27.29
Central African Republic,Sorghum,2005,8998,1342.0,22.87,25.92
Uganda,Sorghum,2009,11009,1180.0,88.0,24.18
Central African Republic,Yams,2012,79310,1342.0,22.87,25.28
Brazil,Wheat,2007,22199,1761.0,304031.0,20.93
India,Maize,2004,19073,1083.0,35113.0,26.63
Japan,Maize,2000,24713,1668.0,79821.18,13.5
Spain,Sweet potatoes,1994,191059,636.0,31244.0,12.45
Thailand,Cassava,2004,202778,1622.0,88548.0,27.8
Greece,Sorghum,1992,20000,652.0,7869.0,17.13
Chile,Wheat,2008,45748,1522.0,9830.72,13.69
Ukraine,Wheat,2004,31661,565.0,15344.4,8.32
India,"Rice, paddy",2009,32366,1083.0,28707.01,26.92
Iraq,Sorghum,1990,7273,216.0,692.0,19.76
India,Maize,2009,20238,1083.0,28707.01,25.99
India,Sorghum,1992,9820,1083.0,70791.0,23.79
Australia,Wheat,1990,16344,534.0,17866.0,12.11
Morocco,Sorghum,2005,5451,346.0,13966.0,18.18
Cameroon,Plantains and others,2012,108526,1604.0,1372.47,25.18
India,Sorghum,2006,8803,1083.0,37423.0,25.42
India,Soybeans,2012,13530,1083.0,52980.0,27.03
Mauritius,Potatoes,2005,213306,2041.0,698.23,24.16
India,"Rice, paddy",2010,33587,1083.0,40093.69,26.61
Algeria,Sorghum,1993,50000,89.0,1021.89,17.0
France,Maize,2005,82539,867.0,78265.0,11.55
Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,25.32
South Africa,Wheat,1990,10934,495.0,16582.0,20.56
India,Cassava,2011,364770,1083.0,55540.0,25.64
Eritrea,Sorghum,2012,1269,383.0,27.63,25.16
Romania,Sorghum,2001,13381,637.0,7871.1,11.9
Japan,Yams,1994,208410,1668.0,79821.18,16.41
Burundi,"Rice, paddy",2013,19130,1274.0,956.06,21.53
Germany,Wheat,2009,78091,700.0,39289.43,9.61
India,Sorghum,1991,6553,1083.0,72133.0,25.74
Brazil,Cassava,2009,138613,1761.0,335742.0,22.25
Kenya,Soybeans,1994,8104,630.0,3469.0,16.58
Brazil,Sorghum,1990,17150,1761.0,49695.0,27.65
South Africa,"Rice, paddy",1999,22949,495.0,26098.8,16.09
India,"Rice, paddy",2005,31537,1083.0,35342.0,25.72
Sri Lanka,Soybeans,1996,8551,1712.0,1654.41,26.38
Mexico,Wheat,2008,50134,758.0,61732.11,16.22
India,"Rice, paddy",2010,33587,1083.0,40093.69,26.52
India,"Rice, paddy",1990,26125,1083.0,75000.0,25.64
Mexico,"Rice, paddy",2005,50653,758.0,51741.99,16.93
Peru,"Rice, paddy",1996,57198,1738.0,3755.0,16.45
India,Potatoes,1996,169913,1083.0,56114.0,25.31
Colombia,Soybeans,2004,16169,3240.0,105514.19,27.3
Canada,Wheat,1991,22559,537.0,29477.5,5.82
Australia,Wheat,2009,15831,534.0,38065.68,18.18
Madagascar,"Rice, paddy",1997,21737,1513.0,139.89,19.97
Turkey,Soybeans,2005,33721,593.0,40332.0,19.44
Uganda,Wheat,2010,16667,1180.0,88.0,24.14
Sudan,Sweet potatoes,2013,213626,1712.0,2469.47,26.84
Brazil,Wheat,2002,14754,1761.0,145552.0,21.3
India,"Rice, paddy",2012,36909,1083.0,52980.0,26.33
Kazakhstan,Potatoes,2001,132897,250.0,3007.26,3.85
India,Potatoes,1990,157136,1083.0,75000.0,26.91
Honduras,Wheat,1990,5769,1976.0,9880.07,24.53
Australia,Soybeans,2013,22336,534.0,45177.18,18.09
Ireland,Wheat,2002,84440,1118.0,2614.27,9.75
Pakistan,"Rice, paddy",1991,23199,494.0,5962.0,26.98
Mexico,Potatoes,1992,168178,758.0,34468.93,21.92
Belgium,Maize,2012,102438,847.0,6139.3,10.68
Italy,Potatoes,2006,246070,832.0,74349.0,12.87
Colombia,Cassava,2002,103100,3240.0,84023.26,22.73
Papua New Guinea,Sweet potatoes,2008,50000,3142.0,105.0,25.17
Italy,Maize,1992,86597,832.0,88227.6,7.76
India,Soybeans,1999,11380,1083.0,46195.0,24.9
Ecuador,Wheat,2008,7466,2274.0,15396.14,21.89
India,Soybeans,2004,9082,1083.0,35113.0,26.64
India,Wheat,2012,31775,1083.0,52980.0,26.65
Sweden,Wheat,2009,60776,624.0,1935.0,7.54
Morocco,Sorghum,1998,7019,346.0,12621.14,18.24
Chile,Maize,1998,94006,1522.0,15373.0,13.19
Turkey,Potatoes,1998,258890,593.0,30162.0,18.08
Sri Lanka,Sweet potatoes,1997,60379,1712.0,1622.4,26.66
Turkey,Potatoes,1998,258890,593.0,30162.0,12.56
Japan,"Rice, paddy",2000,67023,1668.0,79821.18,13.5
Egypt,Sweet potatoes,2002,276970,51.0,5147.0,22.41
Ecuador,Sweet potatoes,1993,36276,2274.0,1844.0,17.42
Guinea,Yams,2006,118441,1651.0,376.19,27.2
Central African Republic,Potatoes,1995,25725,1342.0,22.87,25.5
India,Sorghum,1995,8235,1083.0,61257.0,25.73
Brazil,Soybeans,2000,24033,1761.0,140423.0,24.36
Central African Republic,"Rice, paddy",2013,18665,1342.0,22.87,25.69
Brazil,Maize,2012,50057,1761.0,346583.0,22.16
Indonesia,"Rice, paddy",2007,47052,2702.0,1597.0,27.29
Japan,Wheat,1997,36387,1668.0,79821.18,15.89
Rwanda,Potatoes,1999,59083,1212.0,152.0,19.35
Central African Republic,Maize,2005,9034,1342.0,22.87,25.92
Lebanon,Wheat,1991,22299,661.0,1221.0,19.31
Malawi,Potatoes,2007,151922,1181.0,524.46,20.67
United Kingdom,Potatoes,1993,415790,1220.0,32387.0,9.69
Ukraine,Potatoes,2010,132481,565.0,62534.6,8.97
Honduras,Plantains and others,2002,87324,1976.0,1772.3,24.61
India,Wheat,2002,27621,1083.0,42482.56,25.76
Canada,Maize,1997,68702,537.0,38258.2,6.0
Egypt,Potatoes,1995,211244,51.0,4391.0,21.56
India,Cassava,2008,335407,1083.0,14485.33,25.3
Brazil,Sorghum,1995,17981,1761.0,92967.22,20.61
Azerbaijan,Maize,1998,29541,447.0,148.68,12.79
Colombia,Cassava,2011,107039,3240.0,53797.0,22.33
Zimbabwe,Potatoes,2011,167336,657.0,3340.35,20.78
Ecuador,Wheat,1997,5976,2274.0,7612.0,23.0
Mexico,Sweet potatoes,2001,199853,758.0,31373.3,25.11
Egypt,Soybeans,1996,26103,51.0,4499.0,21.88
Ukraine,Sorghum,2006,18587,565.0,28832.6,7.88
Canada,Maize,2002,70128,537.0,34226.0,7.48
Pakistan,Wheat,2009,26568,494.0,3957.61,25.37
Mexico,Maize,1993,24401,758.0,34468.93,16.86
Kazakhstan,Soybeans,2005,16438,250.0,3666.62,4.0
Lithuania,Wheat,2004,40276,656.0,1023.6,6.43
Burkina Faso,Soybeans,2011,8873,748.0,843.0,29.03
Burkina Faso,Maize,2012,18386,748.0,843.0,28.67
India,Soybeans,2008,10415,1083.0,14485.33,26.83
Indonesia,Potatoes,2004,163870,2702.0,1597.0,26.97
Brazil,Cassava,2012,136118,1761.0,346583.0,22.16
Colombia,Cassava,2007,108337,3240.0,82439.06,27.45
Japan,Soybeans,2004,11930,1668.0,64688.88,14.05
Italy,Potatoes,1993,224567,832.0,89282.2,12.71
India,Sorghum,1995,8235,1083.0,61257.0,25.5
Bangladesh,Sorghum,1993,8948,2666.0,1487.0,25.73
Egypt,Maize,1995,61630,51.0,4391.0,21.56
Finland,Potatoes,1995,221053,536.0,1041.0,5.63
India,Potatoes,2005,188908,1083.0,35342.0,24.12
Albania,Maize,2002,39460,1485.0,691.75,16.47
Japan,Yams,2010,226963,1668.0,55576.0,13.82
Angola,Soybeans,2004,3600,1010.0,40.0,24.22
Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,18.62
Latvia,Wheat,2007,35944,641.0,1113.49,7.25
India,Wheat,2011,29886,1083.0,55540.0,25.81
Turkey,Potatoes,1994,229189,593.0,24219.0,11.7
India,"Rice, paddy",2008,32509,1083.0,14485.33,27.45
Brazil,Cassava,2010,139499,1761.0,342580.0,24.95
Mexico,"Rice, paddy",2007,41536,758.0,64501.28,19.7
Morocco,Maize,1994,6261,346.0,10992.57,17.88
Mexico,"Rice, paddy",1994,42555,758.0,34468.93,21.46
India,Sweet potatoes,2000,97421,1083.0,44957.52,25.98
Pakistan,Soybeans,2009,6078,494.0,3957.61,25.37
Hungary,Maize,2010,64745,589.0,10299.5,10.35
Hungary,Wheat,2005,45000,589.0,9676.0,10.05
Burundi,Cassava,2001,89591,1274.0,72.56,21.24
Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,23.78
Hungary,Soybeans,2011,23155,589.0,8473.26,10.92
Peru,Cassava,1991,110170,1738.0,3134.0,17.15
Portugal,Sweet potatoes,1994,93857,854.0,9580.0,16.12
Japan,"Rice, paddy",1992,62754,1668.0,79821.18,15.21
India,Sorghum,2011,9487,1083.0,55540.0,25.63
Thailand,Wheat,1994,7000,1622.0,20448.0,27.76
Honduras,Cassava,1990,79680,1976.0,9880.07,24.53
Mexico,Cassava,1990,75504,758.0,34468.93,24.79
Mauritania,Potatoes,1999,46667,92.0,39.09,27.23
Japan,Potatoes,2008,323086,1668.0,58750.0,15.57
Chile,"Rice, paddy",1998,39089,1522.0,15373.0,6.28
Croatia,Potatoes,2001,102106,1113.0,2539.25,10.74
India,Potatoes,2009,188103,1083.0,28707.01,26.76
Pakistan,Soybeans,2012,7901,494.0,990.09,24.87
Brazil,Sweet potatoes,2004,114957,1761.0,214725.0,20.05
Uruguay,Soybeans,1993,18500,1300.0,1634.02,16.81
India,Sorghum,2004,7161,1083.0,35113.0,26.41
Pakistan,Potatoes,1994,133171,494.0,6183.0,26.13
Niger,Wheat,1991,26000,151.0,62.0,29.4
Senegal,Maize,1991,11324,686.0,384.0,25.0
Rwanda,"Rice, paddy",1991,24118,1212.0,107.0,19.22
India,Sorghum,1994,7786,1083.0,61357.0,26.55
Papua New Guinea,"Rice, paddy",1991,17458,3142.0,121.0,25.04
Honduras,Maize,1990,15188,1976.0,9880.07,24.53
Japan,Wheat,2011,35286,1668.0,51796.3,15.62
Brazil,Soybeans,2007,28133,1761.0,304031.0,19.05
Argentina,Cassava,2009,101695,591.0,61586.56,18.09
Brazil,Potatoes,1997,152748,1761.0,110276.11,24.71
Malawi,Maize,1994,9209,1181.0,173.19,20.59
El Salvador,Sweet potatoes,1998,64706,1784.0,3009.39,26.48
Guyana,Maize,2002,14207,2387.0,289.9,27.17
India,Maize,2002,16807,1083.0,42482.56,26.12
Spain,Potatoes,2004,271599,636.0,47445.0,17.12
Rwanda,"Rice, paddy",2005,44673,1212.0,222.92,20.29
Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,27.7
India,"Rice, paddy",1996,28226,1083.0,56114.0,26.46
Canada,Potatoes,2012,124735,537.0,73508.9,7.09
Central African Republic,Potatoes,2006,15360,1342.0,22.87,25.85
Indonesia,"Rice, paddy",2008,48948,2702.0,1597.0,27.18
Dominican Republic,Plantains and others,2007,107774,1410.0,5689.8,27.08
Saudi Arabia,Maize,1998,20519,59.0,2683.37,26.73
Japan,Yams,2013,217415,1668.0,52794.3,13.91
Central African Republic,Sorghum,2008,10000,1342.0,22.87,25.76
Malawi,Wheat,1996,8619,1181.0,173.19,20.47
India,Sweet potatoes,1999,85744,1083.0,46195.0,25.1
India,Sorghum,1998,8592,1083.0,49157.0,27.09
Brazil,Yams,2002,92000,1761.0,145552.0,22.5
Central African Republic,Yams,2010,79091,1342.0,22.87,26.06
Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,24.26
Cameroon,Maize,2013,19787,1604.0,1372.47,25.45
India,Cassava,2013,349594,1083.0,45620.0,26.71
Ecuador,Wheat,2008,7466,2274.0,15396.14,21.72
Uganda,Maize,1992,15000,1180.0,72.0,23.46
Brazil,"Rice, paddy",2007,38260,1761.0,304031.0,20.93
Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,25.32
Mexico,"Rice, paddy",2006,47857,758.0,50891.95,23.33
Mexico,Sweet potatoes,1993,185676,758.0,34468.93,21.04
Pakistan,Maize,1992,13966,494.0,5518.0,24.31
Mexico,Sweet potatoes,2004,218597,758.0,26433.14,21.24
Pakistan,Maize,2007,34265,494.0,5935.96,23.33
Japan,Maize,1998,24468,1668.0,79821.18,16.74
Denmark,Maize,2011,52170,703.0,4249.48,9.31
Bulgaria,Potatoes,2002,120894,608.0,2618.5,9.6
Mali,Sorghum,1996,9990,282.0,26.51,27.64
Honduras,Maize,2009,17503,1976.0,4344.36,24.77
Rwanda,Maize,2010,23416,1212.0,953.85,20.12
Mexico,Maize,1999,24720,758.0,34468.93,25.03
Bulgaria,Wheat,1995,29085,608.0,3519.75,8.69
Brazil,Maize,2012,50057,1761.0,346583.0,21.02
Niger,Sorghum,1990,1257,151.0,62.0,29.71
Guatemala,"Rice, paddy",1998,22581,1996.0,10834.74,20.36
Rwanda,Cassava,2000,68153,1212.0,147.0,19.59
Morocco,Sorghum,2002,4982,346.0,14249.71,18.25
Lebanon,Sorghum,2000,15556,661.0,1816.0,19.65
Honduras,Sweet potatoes,1995,64221,1976.0,7800.0,24.95
Turkey,Wheat,2010,24400,593.0,38554.69,15.6
Peru,Plantains and others,1998,111944,1738.0,4374.0,18.13
Suriname,Soybeans,1996,9500,2331.0,142.0,27.09
Croatia,Potatoes,1993,78435,1113.0,2675.33,10.19
Ecuador,Soybeans,2011,16250,2274.0,17529.44,17.42
Pakistan,Soybeans,2005,12000,494.0,7914.31,24.66
Guatemala,Plantains and others,1995,414079,1996.0,12004.33,19.98
Croatia,Wheat,1994,37823,1113.0,3046.67,11.33
Colombia,Cassava,2011,107039,3240.0,53797.0,27.18
India,"Rice, paddy",2005,31537,1083.0,35342.0,26.72
Italy,Sweet potatoes,1995,239079,832.0,84153.0,12.47
Turkey,Maize,1998,42192,593.0,30162.0,11.72
Mozambique,Potatoes,2008,140000,1032.0,890.47,21.76
Turkey,Wheat,1996,19852,593.0,30286.0,13.77
Brazil,Sorghum,2012,29317,1761.0,346583.0,26.13
India,"Rice, paddy",1999,29782,1083.0,46195.0,26.21
Croatia,Potatoes,2005,144638,1113.0,2053.0,9.62
Australia,Soybeans,2000,18714,534.0,33475.0,17.08
India,Sorghum,1995,8235,1083.0,61257.0,25.86
Indonesia,"Rice, paddy",2010,50153,2702.0,1597.0,27.69
Mexico,Maize,2002,27105,758.0,16189.88,21.5
Mexico,"Rice, paddy",1993,48725,758.0,34468.93,21.04
Nepal,"Rice, paddy",2004,28573,1500.0,153.0,15.36
Pakistan,Sorghum,2010,6171,494.0,2968.44,28.0
Haiti,Cassava,1998,43000,1440.0,23.78,27.57
Bulgaria,Sorghum,1996,13158,608.0,3391.0,8.44
Saudi Arabia,Maize,2008,56427,59.0,4372.61,26.64
El Salvador,Potatoes,2013,426047,1784.0,6005.08,26.36
El Salvador,Plantains and others,1993,106557,1784.0,3785.54,26.12
Kenya,Cassava,1996,111344,630.0,6344.0,16.44
Honduras,Cassava,1992,77191,1976.0,9904.59,24.77
Brazil,"Rice, paddy",2009,44049,1761.0,335742.0,27.39
Kazakhstan,"Rice, paddy",1992,39915,250.0,17182.0,2.78
